id	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
2902	6f9d04b868f3837f58f32792e0c47ce8	FN562442.1.1786	99.169	361	2	1	1	360	391	31	0	649
2903	7e86eb861bed9d8f33e10a7d3ddd7b5f	DQ103863.1.1790	95.317	363	17	0	1	363	414	52	5.78e-164	577
2904	53a497a5c8418c7047f96f14a446c90b	JN090861.1.1823	99.73	370	1	0	1	370	420	51	0	678
2905	ab0155f796e7239c59ec41c7a11c7017	FR874390.1.1819	93.28	372	20	4	1	370	418	50	5.98e-154	544
2906	d7ff940d130ac05f8054891aacaa6abd	FR865519.2.1773	100	358	0	0	1	358	388	31	0	662
2907	dbca9bc064decada98c8dc2d739189fa	KM870704.1.1753	95.902	366	13	2	1	365	398	34	2.08e-168	592
2908	567e774148eb41e362a7910575a83fce	AJ841809.1.1800	98.352	364	6	0	1	364	414	51	0	640
2909	058c0db2667ea72c80c8b23014baf7ee	SIMON.CB6	90.39	385	11	6	1	385	372	14	1.38e-135	483
2910	04dc970f9ebff6ac5729a788315faa4f	KY054933.1.1715	99.708	342	1	0	1	342	365	24	5.31e-179	627
2911	16c35271cbcb426373e5b50a2f51f25f	SIMON.CB6	94.751	362	15	4	1	361	372	14	5.78e-159	560
2912	f65f2a30bf63241727219a0f0147834f	JN815322.1.1691	96.056	355	12	1	1	355	353	1	5.81e-164	577
2913	00be24636686384b88a737392dbfce37	AB191412.1.1717	93.447	351	16	5	1	348	363	17	4.4e-145	514
2914	e5b1f3777f540f1a0456519d5705a3e7	DQ093793.1.1761	98.235	340	4	2	1	339	388	50	5.33e-169	593
2915	12354156a4de0cd613569c3c8ded14b6	AY050182.1.1804	95.592	363	14	2	2	363	412	51	4.47e-165	580
2916	58f574de168cf70d8b6159037f4318ae	MG669946.1	95.568	361	13	2	1	361	363	6	2.07e-163	575
2917	e96202d8c4626b436d0157b954c44f85	AB275100.1.1747	96.448	366	13	0	1	366	366	1	2.71e-172	604
2918	3b6c0a16d061d3d77f99147afe4a0f3a	LC375250.1.1771	98.108	370	6	1	1	369	400	31	0	643
2919	480896958638118ea2579850c73883e8	KY077721.1.1381	95.355	366	14	3	1	364	380	16	1.61e-164	579
2920	95b65c3456169c017e3d2850b136982d	AB252759.1.1675	92.55	349	15	6	1	347	340	1	7.49e-138	490
2921	9bcb2c7662ba5cd20464baafc701f301	FJ800599.1.1389	98.916	369	4	0	1	369	398	30	0	660
2922	bed1a1e226f5054a79007d31be354b3e	AJ781311.1.1776	99.723	361	1	0	1	361	391	31	0	662
2923	ef51f85513ad7b86606d46a5e7ace653	FR874662.1.1788	99.438	356	2	0	1	356	404	49	0	647
2924	215e3935043f507a6644ef05fa496e9b	AY620366.1.1247	93.646	362	21	2	1	361	361	1	7.74e-153	540
2925	eeb4c59cd88be74f7610bea8729029e3	MH063509.1.1745	95.143	350	16	1	1	349	386	37	3.36e-156	551
2926	1ef7bdfdacb41a286af50edb7ad75216	AJ561115.1.1764	97.283	368	9	1	1	368	367	1	7.49e-178	623
2927	facc088398ad49f69d057963fd47f0eb	KP187816.1.1213	98.291	351	4	2	1	350	379	30	4.23e-175	614
2928	13e426d44edc9daf655a7106514e7856	SIMON.CB6	96.221	344	10	3	1	344	372	32	6.03e-159	560
2929	f356cb9d4ddbb3798a569bfb6b6b9610	KY980400.1.1711	95.87	339	7	6	1	335	336	1	2.14e-153	542
2930	1572befaef88d466be6c2ac23ed276df	FJ832156.1.1753	91.62	358	11	1	1	358	394	56	5.94e-134	477
2931	5258ef969f8bf075f5987d6d5596ee50	EU050975.1.1777	95.109	368	18	0	1	368	397	30	4.53e-165	580
2932	3ccde1dd7de6ef0c2b3d60258455fd26	AB178865.1.1782	100	362	0	0	1	362	390	29	0	669
2933	15b33ae2f6bb0d17dd142a24b453722e	AB178865.1.1782	95.028	362	15	3	1	359	390	29	1.24e-160	566
2934	56b25a87858af6c657afc8ba5068afd8	AY179987.1.1625	100	320	0	0	1	320	357	38	1.8e-168	592
2935	a85b969e13496d0ca6e71ec58595fde0	AM501966.1.1745	98.286	350	6	0	1	350	380	31	4.23e-175	614
2936	92cee204813435a7efba5616d2fb2550	AB016173.1.1605	99.722	360	1	0	1	360	389	30	0	660
2937	a65a4c1cb32ff7d1e0f651592696516a	AB695521.1.1763	93.75	368	19	4	1	368	390	27	1.28e-155	549
2938	02dcb681731331288da10206b8c94bd3	JQ222930.1.1638	97.297	370	9	1	1	370	410	42	5.77e-179	627
2939	2ce6f2651a0d64261f07e0f0f56d4371	HQ232194.1.1747	99.441	358	2	0	1	358	390	33	0	651
2940	26a1436737e6b1a99cf077a08b667963	AB178865.1.1782	97.527	364	6	2	1	363	390	29	9.47e-177	619
2941	575ba62b372ac2e75418065379a65139	X85387.1.2317	99.724	362	1	0	1	362	412	51	0	664
2942	23b82b001d73c9c075eb21b0b25166d6	OL388471.1	92.857	364	20	6	1	362	363	4	7.63e-148	523
2943	2a935f7d845e1a589b54cf66bdd94a89	DQ367051.1.1706	94.54	348	18	1	1	348	363	17	9.37e-152	536
2944	1b5c37fc71881f2331a79c5b70d4f90c	MG669750.1	98.338	361	5	1	1	361	361	2	1.21e-180	632
2945	518024d822ddfcddca95ae4fd72b9765	AF022155.1.1790	96.154	364	13	1	1	364	408	46	5.75e-169	593
2946	976dae4dcf1218f347bb93e4f65666a8	EU910610.1.1804	94.595	370	16	3	1	369	416	50	9.84e-162	569
2947	af503ea09a54c01a21e94ab6f1d0b7ad	AY593940.1.1716	90.137	365	29	6	1	361	377	16	3.61e-131	468
2948	793aa702f90f5e9cf31ca7b8501cb10f	MF077746.1.1762	95.368	367	14	3	1	364	403	37	4.48e-165	580
2949	5c1887609fe71b576428165d285dffd1	KX601118.1.1846	90.786	369	32	2	1	369	413	47	2.19e-138	492
2950	2c5291632106aeb05cef760c7dcc1205	AB191412.1.1717	93.447	351	16	5	1	348	363	17	4.4e-145	514
2951	1914a23e7c6ab178061490a1e299be4e	SIMON.GV2	91.484	364	28	3	1	362	375	13	4.61e-140	497
2952	bbfc6348902b43f787486bf13e832abe	AB181898.1.1744	96.154	364	13	1	1	363	383	20	5.74e-169	593
2953	0dff6a8f3f530ca5acc19ec15a38b363	AB505567.1.1721	92.896	366	24	2	1	366	364	1	4.67e-150	531
2954	10591bf378825f32a1f23211673e2aef	EF024169.1.1808	92.453	371	27	1	1	371	417	48	1.68e-149	529
2955	38e5f26dea041d40af334c73edbd90b2	DQ837534.1.1782	95.33	364	17	0	1	364	394	31	1.61e-164	579
2956	cdf6bf7448cd9b3dca90c166823f3c75	AB695516.1.1747	96.667	360	10	2	1	359	385	27	4.38e-170	597
2957	29c12ddedf028769d6c8080499a38f61	EF591333.1.1699	96.685	362	12	0	1	362	362	1	9.62e-172	603
2958	afd19b4dbff5c86d7d62b6a352f42d0c	AY854218.1.1398	97.772	359	8	0	1	359	377	19	9.35e-177	619
2959	4ffad4dfde3515225a72883e5735953b	OL388457.1	92.011	363	24	4	1	361	360	1	2.77e-142	505
2960	9b440f459489c421b18e61f2671d889e	OR590900.1	98.056	360	7	0	1	360	361	2	5.62e-179	627
2961	d4c3875ad68add99347821b5af2894b2	FJ800599.1.1389	98.645	369	5	0	1	369	398	30	0	654
2962	aacbc52d2180aa253898e8c80e5fc1e6	AF448151.1.1807	98.118	372	7	0	1	372	414	43	0	649
2963	e03f68eaf72d58faf047f7e0f02906b0	OL388481.1	91.758	364	25	5	1	361	363	2	3.56e-141	501
2964	5ead1845c51360ab47818a1b6d1df4ea	AY179977.1.1740	96.271	295	11	0	22	316	345	51	3.1e-136	484
2965	2b01cde7b3621a4a34618e01d0346b46	HQ643697.1.1796	92.703	370	16	9	1	365	389	26	7.68e-148	523
2966	6f4135553f5b94e8dfd1839c600b6654	ALNW02046599.1298.3323	99.727	366	1	0	1	366	414	49	0	671
2967	4e183da868228ff0f6bc496d9f26aac1	U78034.1.1808	100	361	0	0	1	361	411	51	0	667
2968	1e9d455af7b8fd9b5151c3f1c257be81	MW078526.1	95.845	361	8	1	1	354	362	2	5.62e-164	577
2969	3af3e2d48177d819591b9c7c1c47d83f	KX601118.1.1846	90.323	372	28	6	1	369	413	47	4.74e-135	481
2970	2087f4255300ccaa18debb897023756b	AB278171.1.1777	98.607	359	5	0	1	359	390	32	0	636
2971	371f49bbcb1ec76940faa1c246a96818	KT587312.1.1668	99.717	353	0	1	1	353	352	1	0	645
2972	4ae0097be7628263aded03d7e80f18f6	OQ396726.1	92.754	345	22	1	1	342	353	9	1.64e-139	496
2973	5007dc7818a6f11f62312e52330ac674	AY620296.1.1266	97.844	371	8	0	1	371	397	27	0	641
2974	1afa86add8ab09a83669b8cac7fdfe00	KU180672.1.1723	94.58	369	14	4	1	368	365	2	1.27e-160	566
2975	561876a755f961846cd272276b4f795b	MN880408.1	99.455	367	2	0	1	367	382	16	0	667
2976	b1d4f53f14c1546448b23c4238058782	APFE030522620.533.2334	96.458	367	13	0	1	367	415	49	7.46e-173	606
2977	33a037896e5e3f5c61d37a8548923140	GU827592.1.1756	93.973	365	13	8	1	361	389	30	5.83e-154	544
2978	4bd877c8ccc639a6ffa0bedd905dc1e8	KF130236.1.1764	90.789	380	22	12	1	379	398	31	1.74e-139	496
2979	eb7717e1dd3bfe7ccef87c4021417315	KC771188.1.1815	95.935	369	14	1	1	368	418	50	4.5e-170	597
2980	24f311b4d26f82b1f497b1f4426d15fd	AF525854.1.1776	100	349	0	0	1	349	398	50	0	645
2981	7b0304927745dfd8c20579dddd81ef2e	FR874476.1.1806	92.12	368	22	7	1	362	416	50	1.65e-144	512
2982	2c536a464de2ce9a60ad4d1d0e6d5022	JF730793.1.1655	98.017	353	5	1	1	351	356	4	1.53e-174	612
2983	cd25032bef2ac7d1932362b485bef21b	ADUW01000001.1534.3319	96.389	360	12	1	1	360	407	49	2.05e-168	592
2984	a485a0982b0b283e8ca8bcf963503656	AB217869.1.1806	99.724	362	1	0	1	362	411	50	0	664
2985	549e6c1b3fabd5c494cb14dede9c9edf	AY180001.1.1818	95.946	370	10	5	1	367	417	50	1.61e-169	595
2986	739a973c50d583f1c7d14b06afba673c	JN941735.1.1750	98.883	358	4	0	1	358	387	30	0	640
2987	934b241a120c4d496bc733ba30704336	KT346254.1.1793	100	356	0	0	1	356	406	51	0	658
2988	8706a1e8b74327e4004a49168c1b07d1	AF372745.1.1554	95.092	326	16	0	1	326	326	1	4.55e-145	514
2989	13ead1373d074547f0ee989b3f0738f5	MKYR01005064.15194.16978	99.72	357	1	0	1	357	404	48	0	654
2990	8ff044b0ef2bfb8b242dc1e9f8e1c15d	AY251288.1.1746	92.308	364	28	0	1	364	371	8	3.56e-146	518
2991	c48563918aece3ac8dd7066f19df1e93	KY077718.1.1385	94.795	365	16	2	1	362	380	16	1.25e-160	566
2992	91c269913d67ff322b40505679feabcd	AB847419.1.1745	98.286	350	6	0	1	350	391	42	4.23e-175	614
2993	319fb06a49136c98aa1e074d074baca2	SIMON.TN5	94.49	363	19	1	1	362	377	15	2.09e-158	558
2994	d76666f3890661f819d393f09d73c3ca	FN690411.1.1710	99.455	367	2	0	1	367	367	1	0	667
2995	4cbcf400e41754a6c0538b68d16229fa	KC771165.1.1818	95.71	373	13	3	1	373	419	50	4.57e-170	597
2996	97268e7bbc0adc8a0b50a6228d1e1830	AF290539.1.1815	97.568	370	8	1	1	370	419	51	1.24e-180	632
2997	f91c28bffba45b55610a3cd72a3e05b2	AF026618.1.1766	99.725	364	1	0	1	364	389	26	0	667
2998	86d54249e20a1ed00f257815219e79d2	KY322507.1.1732	97.436	351	9	0	1	351	372	22	1.19e-170	599
2999	fd4b2c345efbad64a0734c082b9a5e4b	FN690503.1.1695	91.736	363	26	4	1	360	366	5	3.55e-141	501
3000	b0432dc65e3fe3f1e81a5131ef0bef11	AY195982.1.2473	98.898	363	3	1	1	362	394	32	0	647
3001	124620a30558ddc537d6cdd4f7ce2399	AB695472.1.1770	94.355	372	17	3	1	371	395	27	3.56e-161	568
3002	14e8d43d185aa28571314a802ed54d49	FN562436.1.1782	92.265	362	24	4	1	361	389	31	5.91e-144	510
3003	543d59953cb3241f6bd66127c8c22a81	AB252742.1.1677	99.689	322	1	0	1	322	322	1	7.58e-168	590
3004	98d620f7aed658e4f7f8a77e8590272b	JX159451.1.1626	100	348	0	0	1	348	379	32	0	643
3005	0c1f46c3e660c270dbc06d436309fd0c	EF023117.1.1835	96.389	360	9	3	1	356	407	48	7.27e-168	590
3006	fc271e4b496c367ac517c44f08999226	AB453002.1.1776	99.73	371	1	0	1	371	401	31	0	680
3007	a21dbda6b4604dd1f61145bfd92cb5cd	JN048124.1.1795	99.723	361	1	0	1	361	411	51	0	662
3008	85d0cdbc3e9215ab2c5207bd73bdaf52	JX099029.1.1761	99.725	364	1	0	1	364	397	34	0	667
3009	0f060d49d71dc0c75072a2342ce43eca	MG669691.1	96.97	363	10	1	1	362	363	1	2.04e-173	608
3010	bf71501a4d01430518752c14c5bb76a3	AB622297.1.1663	97.45	353	6	3	1	352	359	9	1.19e-170	599
3011	112f7c2f52d3dcea87266d5b3f5c90d2	KC670658.1.1794	99.441	358	2	0	1	358	408	51	0	651
3012	e6eb9ec2aeed3318850513c7ad109f80	AB973545.1.1754	95.291	361	14	3	1	358	394	34	9.53e-162	569
3013	b0400af43587a767c77a7f57d43732da	AY050182.1.1804	96.419	363	13	0	1	363	413	51	1.23e-170	599
3014	07ee35c74d6c87d01fcfb341e5085378	MH063471.1.1716	97.994	349	6	1	1	349	385	38	2.55e-172	604
3015	15851894e4ed601245d4ab06154a3c5c	AJ238663.1.1795	95.33	364	16	1	1	363	391	28	5.78e-164	577
3016	91d100c7335a6aba54fbdcf90967dd66	SIMON.GV9	97.398	269	7	0	2	270	374	106	1.78e-128	459
3017	1d367fd128fac68c4034ecd11d56ca4a	SIMON.RF9	96.97	363	11	0	1	363	377	15	5.71e-174	610
3018	f72ae66412aa2d93a662d8afb78fbb67	GU250354.1.1734	100	357	0	0	1	357	388	32	0	660
3019	66976f6527ec74e827b38e4b46f1ee20	KP187825.1.1232	98.913	368	4	0	1	368	398	31	0	658
3020	8749ebe4e49ca5ee2c9ca9c7b59b2801	KC488560.1.1700	96.927	358	9	2	1	358	358	3	1.24e-170	599
3021	edca88d1a77186787b1da9de0b8c4d91	KY994108.1.1762	99.721	359	1	0	1	359	410	52	0	658
3022	43af7eda3e979596c4bc35a24b665445	OR590970.1	96.657	359	11	1	1	359	358	1	1.61e-169	595
3023	c485ce7b6e5c671e492ac4e33302d7e0	KC779520.1.1800	98.093	367	4	1	1	364	402	36	0	636
3024	b8832ff1ccf1a6860e21e1e45d942299	JF694285.1.1977	96.721	366	9	2	1	364	395	31	7.41e-173	606
3025	a5ecd271212dc98b57a94052c32f2401	KJ757351.1.1796	100	360	0	0	1	360	410	51	0	665
3026	79116434ff3fb87977967e3284dde8ba	AB275111.1.1803	97.105	380	5	4	1	376	378	1	0	636
3027	a97eb8eca6f4dd73a142f35c39a149be	AB275053.1.1727	99.176	364	3	0	1	364	364	1	0	656
3028	09c10cb663bf1ce6d2c39e3a0b10ecc8	MF077759.1.1744	97.26	365	9	1	1	364	396	32	3.41e-176	617
3029	33fd6c38a712de75a0a4ac05cc144bb0	KC469985.1.1604	99.375	320	2	0	1	320	370	51	3.9e-165	580
3030	75cf7f8e0dbabb424fee16dcfd85dfad	AY180015.1.1715	94.135	341	3	5	1	341	324	1	1.02e-141	503
3031	fe5f016f6b827c2db88cf89710b35f0c	AF022155.1.1790	96.694	363	12	0	1	363	408	46	2.65e-172	604
3032	d34bed216b1a5039ed141242ebb8fa35	AY620319.1.1264	93.531	371	19	4	1	371	392	27	4.64e-155	547
3033	97a3d7f260004855632eb3e8110f00d3	EF023198.1.1814	93.767	369	23	0	1	369	418	50	2.76e-157	555
3034	aad37ffd0ddcb13dfe74f97f0cc6887d	AY620313.1.1264	97.554	368	9	0	1	368	394	27	4.44e-180	630
3035	7009cf842eca836bef522ad4c0337e77	KX981843.1.1591	93.41	349	20	3	1	349	373	28	4.4e-145	514
3036	bb342901f77156cffb55eda812b68748	AB178865.1.1782	91.185	363	22	9	1	355	390	30	3.53e-136	484
3037	ece1d2c0fc3e318d9a876a0c445c6ebd	OL388474.1	91.736	363	21	8	1	361	357	2	1.68e-139	496
3038	861666d97f4e141fe0d8e19419f3045f	EF100276.1.1334	98.854	349	4	0	1	349	400	52	7.01e-178	623
3039	813cd052f8e4fedd1f7bb3a4c9f7b1cc	EU024825.17225.19023	99.454	366	2	0	1	366	414	49	0	665
3040	59090bbab37ce014713a03ae87e0488b	KX944154.1.1503	90.137	365	32	4	1	364	362	1	2.81e-132	472
3041	ddaa578c952cc8f0d0e4f33910921890	GQ144681.1.1826	95.687	371	15	1	1	370	426	56	1.63e-169	595
3042	337f46c0cbb7ffc76e4a16ea5bd8214a	EU446399.1.1448	94.475	362	19	1	1	361	367	6	7.48e-158	556
3043	6f12e63c811008e646a9b85446dade70	KT346288.1.1750	97.406	347	9	0	1	347	396	50	1.97e-168	592
3044	4410d3954da15dc51e238cc9501a7294	EF527202.1.1760	99.72	357	1	0	1	357	408	52	0	654
3045	9d49c23b23c46e3401dfa3c070a7c88d	GQ324979.1.1714	97.421	349	9	0	1	349	379	31	1.53e-169	595
3046	22e60bca199479e181b40ffe07cd2e4c	EU380285.1.1786	98.352	364	6	0	1	364	414	51	0	640
3047	e04e439be2ab954855b31c1aed049138	AB008396.1.1732	100	359	0	0	1	359	371	13	0	664
3048	d7e8425d44d2d7e5d69a5ae19abe6db7	GU320606.1.1807	96.496	371	13	0	1	371	421	51	4.51e-175	614
3049	6fd2012de373a335157f4b8df84886e6	KY322507.1.1732	94.017	351	21	0	1	351	372	22	1.22e-150	532
3050	a08637c82e73dbe366ad1028e5245a42	AY919821.1.1744	92.098	367	25	4	1	364	395	30	4.61e-145	514
3051	6a0b58beddde50d9a7cd8d17ceca7295	AY303594.1.1755	99.441	358	2	0	1	358	396	39	0	651
3052	07923c4b085c1e84ed8a33bec90aa489	AB505500.1.1725	92.857	364	24	2	1	362	364	1	5.97e-149	527
3053	1de4b94195d758c01c5c6f36c91bce09	AB505560.1.1722	99.176	364	2	1	1	364	363	1	0	654
3054	695b340288863d5443b460616c687220	AB505499.1.1724	97.011	368	7	3	1	368	364	1	1.26e-175	616
3055	7062d71f7fb54b1d39125b49f8f4fc92	KJ757361.1.1802	100	356	0	0	1	356	406	51	0	658
3056	3cae991d42e11dac5036910918532db7	AB505546.1.1683	95.692	325	4	7	1	325	315	1	4.74e-145	514
3057	0d2190db8b06db5ba43922cd984d4914	AB284574.1.1789	98.045	358	6	1	1	358	388	32	2.59e-177	621
3058	d881eec91b89403c3e203790be8a750c	U42481.1.1729	99.721	359	1	0	1	359	360	2	0	658
3059	8507b6e75003ccce8aebf0f8e6e4a297	AJ561114.1.1780	94.638	373	15	5	1	371	410	41	7.65e-163	573
3060	e048fe64c9ed9639062642d93a9b54b9	JF730844.1.1710	96.154	364	14	0	1	364	373	10	1.6e-169	595
3061	bd03d06d197790c164aabf6c2cf0e639	FJ800599.1.1389	98.645	369	5	0	1	369	398	30	0	654
3062	4ed1d66e436b7014922d4936d435d416	LM653283.1.1635	97.953	342	6	1	1	341	343	2	2.06e-168	592
3063	d7b7c87e7e835025f7e6b86cae797eae	AF274256.1.1754	98.901	364	4	0	1	364	393	30	0	654
3064	ba0039d6d5348aec1b75b03753d0ac4a	EU446392.1.1540	98.87	354	3	1	1	353	363	10	4.24e-180	630
3065	833ce2bff6b78a9e3af3f281099dc597	LC150121.1.1653	99.729	369	1	0	1	369	376	8	0	676
3066	0b297af7c5814241eb0a668469cffdc0	FJ459760.1.1603	92.834	307	22	0	1	307	346	40	1.62e-124	446
3067	7d92b006aeacb879f47ddd3be4a22325	LC109080.1.1812	94.34	371	16	4	1	371	416	51	4.6e-160	564
3068	800b194760602e42a3641efc4cc1779b	EF024310.1.1791	99.176	364	3	0	1	364	411	48	0	656
3069	4e00f4c567eefe7587f92880481ccdeb	EU011930.1.1824	97.527	364	7	2	1	363	414	52	2.63e-177	621
3070	0189eabe7ec54d211b5b245f68ad0aa7	DQ103803.1.1794	99.718	355	1	0	4	358	406	52	0	651
3071	f1bf684f87003ec119896388890decc7	JF264870.1.1683	98.841	345	4	0	1	345	370	26	1.16e-175	616
3072	7e2b7cb8aa46ed24bbe4c224b87ac505	AY620297.1.1253	90.761	368	27	6	2	364	392	27	3.61e-136	484
3073	09bde5a7a8455270cac5f38200f14251	AY620362.1.1277	95.225	377	12	5	1	374	400	27	2.13e-168	592
3074	1c04946516bd4ebf4bf322dea3fd58b0	EF100301.1.1336	90.909	363	27	6	2	363	409	52	1.3e-135	483
3075	9ea67f65bdb7153987aa8d4a7a6ca88e	KM870753.1.1753	98.082	365	7	0	1	365	395	31	0	636
3076	e25d94dc541cf41f9af1b14211a3e3cd	AY620324.1.1273	94.638	373	19	1	1	372	399	27	5.93e-164	577
3077	6bc7df0237c454cd898bec3892b8b654	MH063459.1.1751	99.713	348	1	0	1	348	389	42	0	638
3078	ad5bf5ed6f18aa1b04c5ae61c795051f	LWRW02000277.357868.359668	100	366	0	0	1	366	414	49	0	676
3079	f2c793f4fd7d30e6c1165a6fce56a038	KY054933.1.1715	99.708	342	1	0	1	342	365	24	5.31e-179	627
3080	707c2a1035c0adea26a5a936446fd0d4	AJ561115.1.1764	99.183	367	3	0	1	367	367	1	0	662
3081	3c9fb45586fae48a926cb411718f0dc9	KJ758267.1.1770	100	359	0	0	1	359	409	51	0	664
3082	32c0a23ab0a10bc186b103fea03f6bde	KJ925316.1.1728	98.37	368	6	0	1	368	369	2	0	647
3083	6ea2a867f0c2cfa1e000b2aeb8513612	GQ995409.1.1781	96.185	367	11	2	1	365	414	49	4.46e-170	597
3084	d9ccfe6b400fc33cf3d9b029a8323e07	GU320582.1.1828	98.645	369	5	0	1	369	419	51	0	656
3085	630e2328b24b9786bd0a54b7278cb162	JQ781973.1.1814	94.355	372	17	3	1	370	418	49	3.55e-161	568
3086	28594bea080559a01d57fd50eba85d69	GQ468543.1.1709	95.702	349	15	0	1	349	360	12	1.55e-159	562
3087	4c91b3d3f214856ed0352fcee50ba7d4	AATU01005946.6771.8562	97.253	364	7	2	1	361	412	49	4.38e-175	614
3088	2fb3c89756c452e93c8a8f91b54c433b	SIMON.RF9	96.154	364	14	0	1	364	377	14	1.6e-169	595
3089	b50306ba2be29bf8e275bb0f0410d9c2	AY604173.1.1837	99.191	371	3	0	1	371	421	51	0	669
3090	ebb6485839279db670b7ab4c66dfb40c	AB505485.1.1703	95.041	363	15	3	1	360	364	2	3.51e-161	568
3091	9bb76c7e2f0e3e70c1a6c5ad2aa8805b	MH886394.1.1678	97.681	345	7	1	1	345	344	1	2.08e-168	592
3092	90c1e3d39587e8e770b1dcc65b16134a	GU385686.1.1763	95.902	366	11	3	1	364	364	1	7.53e-168	590
3093	8ad208e5e13ca937c0b2f1ad229ec723	AM503929.1.1802	99.725	364	1	0	1	364	416	53	0	667
3094	dc7bfc80da8667f44c0a2c64a70cc1b6	OR590986.1	90.029	341	32	2	1	340	344	5	7.89e-123	440
3095	e8368838551c7f97ddafff07a778724a	AJ966472.1.1759	99.727	366	1	0	1	366	382	17	0	671
3096	97ee8994a07c9f285cd7cea8309dbf00	LC150089.1.1719	100	363	0	0	1	363	371	9	0	671
3097	6eaed99532a1807ae2503d6ec631a7f4	AY032608.1.1766	98.626	364	5	0	1	364	394	31	0	645
3098	5ef385169495fd190140752df44dafd5	GU320582.1.1828	98.641	368	5	0	1	368	419	52	0	654
3099	c7c99f5a4e75e25cc3ef35849b5c1315	KY077709.1.1344	99.413	341	2	0	1	341	341	1	9.77e-177	619
3100	66b68b98dbc50a22bf6b8b7f64bdad30	KJ763179.1.1804	94.521	365	18	2	1	364	413	50	1.62e-159	562
3101	6bf2103a69d98681542b0b5f48bf10cd	EF591328.1.1705	90.84	393	13	4	1	393	370	1	3.04e-142	505
3102	83473f81eb76bb8c37da0475a2e715e0	AF238264.1.1798	90.489	368	29	6	1	366	409	46	4.7e-135	481
3103	b73349d1237be4aa1ffe97879b20810f	EF100275.1.1325	91.436	362	25	6	1	359	410	52	2.13e-138	492
3104	a53139acac69fd9d625ac6a5a87340d5	JN856013.1.1758	99.719	356	1	0	1	356	369	14	0	652
3105	5ddd88b4c46a59d3b3d8bb6ba62935c9	EF100292.1.1294	95	340	13	2	1	340	387	52	4.25e-150	531
3106	c7af635d1380ad2624a00ec38eb94f45	FJ814760.1.1436	94.879	371	11	5	1	369	415	51	7.61e-163	573
3107	fb2796814230ac6b712e726075a1baee	U40920.1.1796	99.429	350	1	1	1	349	398	49	0	634
3108	0223b2dd90184bddc42e3aecce210f00	SIMON.CB19	96.41	195	7	0	36	230	207	13	1.82e-87	322
3109	94a5f8be0f6963214826635a9d29b5ee	AB252752.1.1707	95.055	364	16	2	1	363	363	1	2.73e-162	571
3110	7a41cfd844bfb22400b1f348ffce62a9	AB695472.1.1770	94.609	371	18	2	1	371	395	27	7.65e-163	573
3111	b6e93437791c8565f461ff98ea0c65a7	EF527097.1.1338	90.437	366	33	2	1	365	416	52	4.69e-135	481
3112	255286bc7577e3d0efbb537da87b5961	AB045591.1.1758	100	356	0	0	1	356	396	41	0	658
3113	32880b74a61d2f751e2a56787ad87477	FR865625.2.1771	99.171	362	3	0	1	362	391	30	0	652
3114	145e45780586b48982c35b4a85aba105	AJ966472.1.1759	99.728	367	1	0	1	367	382	16	0	673
3115	a4c067efa25a5b15af843a5e39a3c432	GU994186.1.1698	92.308	364	24	3	1	361	370	8	4.57e-145	514
3116	420df9e8575f9e932e5ebc2cf3985539	JX099032.1.1742	98.883	358	4	0	1	358	391	34	0	640
3117	feac2fadf83b8656447a383e34a95448	AB505553.1.1728	96.676	361	11	1	1	360	361	1	1.24e-170	599
3118	e3ac2b68cf468481c4050ca6630942cc	GU385686.1.1763	92.098	367	22	5	1	363	364	1	6.01e-144	510
3119	9cfe65c92720cc4e22d99d9eb9c335b6	AB505492.1.1656	100	312	0	0	1	312	312	1	5.73e-164	577
3120	9240596f93c36e124ac677dacf747a1f	AB846664.4398.6147	98.276	348	6	0	1	348	398	51	5.44e-174	610
3121	054a9ce3a4a4f706286382750440a80e	MWQC01000041.882.2671	98.623	363	5	0	1	363	411	49	0	643
3122	bfe69f701841634681f9235bb095ab39	JF791020.1.1777	94.663	356	17	2	1	355	409	55	3.42e-156	551
3123	2492f84e3b01051df549a680c9d6ac02	AB217869.1.1806	100	361	0	0	1	361	411	51	0	667
3124	8bbafb3f80a25746977e373ac2fb9672	KU843587.1.1934	99.719	356	1	0	1	356	482	127	0	652
3125	bd1ae5188559078c7de93c741da4b0e8	EF514503.1.2617	95.663	392	14	3	1	390	406	16	6.11e-179	627
3126	82a9225f793f964a9aac980b4abbaef1	AB854032.1.1732	96.122	361	10	4	2	359	378	19	9.49e-167	586
3127	152242cdd7732406c6e9b33c956cfd8b	AY620310.1.1267	97.587	373	7	2	1	373	397	27	0	638
3128	880c25bc85802dc64163e1f60a23f585	AF372769.1.1515	98.131	321	6	0	1	321	322	2	5.66e-159	560
3129	44cce9fa9b2053b2bb4c58d0d4084f39	KT201580.1.1767	98.077	364	7	0	1	364	394	31	0	634
3130	4e247f3761a879ff3231fa728ab11583	JN635153.1.1704	96.419	363	11	2	1	361	370	8	4.41e-170	597
3131	658d638378e3c168aa385930564324b1	AY620341.1.1258	96.226	371	8	5	1	369	393	27	9.7e-172	603
3132	e5d9d56d6c051f2719e86f963216bbd7	DQ836901.1.1596	99.721	359	1	0	1	359	361	3	0	658
3133	bf411507793ecf80d970f4ba485d2e6b	FN433905.1.1739	99.723	361	1	0	1	361	361	1	0	662
